player_name;team_abbreviation;country;pts;reb;ast;season
Shawn Bradley;DAL;USA;6.7;5.9;0.7;2002-03
Shawn Kemp;ORL;USA;6.8;5.7;0.7;2002-03
Shawn Marion;PHX;USA;21.2;9.5;2.4;2002-03
Slava Medvedenko;LAL;Ukraine;4.4;2.4;0.3;2002-03
Smush Parker;CLE;USA;6.2;1.8;2.5;2002-03
Soumaila Samake;LAL;Mali;1.7;1.8;0.3;2002-03
Speedy Claxton;SAS;USA;5.8;1.9;2.5;2002-03
John Stockton;UTA;USA;10.8;2.5;7.7;2002-03
Raja Bell;DAL;U.S. Virgin Islands;3.1;1.9;0.8;2002-03
Ryan Humphrey;MEM;USA;1.9;2.1;0.2;2002-03
Stephon Marbury;PHX;USA;22.3;3.2;8.1;2002-03
Ryan Bowen;DEN;USA;3.6;2.5;0.9;2002-03
Ruben Patterson;POR;USA;8.3;3.4;1.3;2002-03
Rashard Lewis;SEA;USA;18.1;6.5;1.7;2002-03
Rasheed Wallace;POR;USA;18.1;7.4;2.1;2002-03
Rasho Nesterovic;MIN;Slovenia;11.2;6.5;1.5;2002-03
Rasual Butler;MIA;USA;7.5;2.6;1.3;2002-03
Ray Allen;SEA;USA;22.5;5.0;4.4;2002-03
Reggie Evans;SEA;USA;3.2;6.6;0.5;2002-03
Reggie Miller;IND;USA;12.6;2.5;2.4;2002-03
Reggie Slater;MIN;USA;3.1;1.2;0.2;2002-03
Richard Hamilton;DET;USA;19.7;3.9;2.5;2002-03
Richard Jefferson;NJN;USA;15.5;6.4;2.5;2002-03
Rick Brunson;CHI;USA;3.5;1.1;2.1;2002-03
Rick Fox;LAL;Canada;9.0;4.3;3.3;2002-03
Ricky Davis;CLE;USA;20.6;4.9;5.5;2002-03
Robert Archibald;MEM;Scotland;1.6;1.4;0.3;2002-03
Robert Horry;LAL;USA;6.5;6.4;2.9;2002-03
Robert Pack;NOH;USA;5.2;1.8;2.9;2002-03
Robert Traylor;NOH;USA;3.9;3.8;0.7;2002-03
Rod Strickland;MIN;USA;6.8;2.0;4.6;2002-03
Rodney Rogers;NJN;USA;7.0;3.9;1.6;2002-03
Rodney White;DEN;USA;9.0;3.0;1.7;2002-03
Roger Mason Jr.;CHI;USA;1.8;0.7;0.7;2002-03
Ron Mercer;IND;USA;7.7;2.1;1.6;2002-03
Ruben Boumtje-Boumtje;POR;USA;0.0;0.5;0.5;2002-03
Ruben Wolkowyski;BOS;Argentina;0.7;0.1;0.1;2002-03
Qyntel Woods;POR;USA;2.4;1.0;0.2;2002-03
Steve Francis;HOU;USA;21.0;6.2;6.2;2002-03
Steve Nash;DAL;Canada;17.8;2.9;7.3;2002-03
Troy Murphy;GSW;USA;11.7;10.2;1.3;2002-03
Tyrone Hill;PHI;USA;5.6;7.0;0.7;2002-03
Tyronn Lue;WAS;USA;8.6;2.0;3.5;2002-03
Tyson Chandler;CHI;USA;9.2;6.9;1.0;2002-03
Vin Baker;BOS;USA;5.2;3.8;0.6;2002-03
Vince Carter;TOR;USA;20.6;4.4;3.3;2002-03
Vincent Yarbrough;DEN;USA;6.9;2.7;2.2;2002-03
Vitaly Potapenko;SEA;Ukraine;4.0;3.4;0.2;2002-03
Vlade Divac;SAC;Serbia and Montenegro;9.9;7.2;3.4;2002-03
Vladimir Radmanovic;SEA;Serbia;10.1;4.5;1.3;2002-03
Vladimir Stepania;MIA;Georgia;5.6;7.0;0.3;2002-03
Voshon Lenard;TOR;USA;14.3;3.4;2.3;2002-03
Wally Szczerbiak;MIN;USA;17.6;4.6;2.6;2002-03
Walt Williams;DAL;USA;5.5;3.1;0.9;2002-03
Walter McCarty;BOS;USA;6.1;3.5;1.3;2002-03
Wang Zhi-zhi;LAC;China;4.4;1.9;0.2;2002-03
Wesley Person;MEM;USA;11.0;2.9;1.7;2002-03
Yao Ming;HOU;China;13.5;8.2;1.7;2002-03
Zach Randolph;POR;USA;8.4;4.5;0.5;2002-03
Zeljko Rebraca;DET;Yugoslavia;6.6;3.1;0.3;2002-03
Zendon Hamilton;TOR;USA;2.0;1.3;0.0;2002-03
Zydrunas Ilgauskas;CLE;Lithuania;17.2;7.5;1.6;2002-03
Rafer Alston;TOR;USA;7.8;2.3;4.1;2002-03
Troy Hudson;MIN;USA;14.2;2.3;5.7;2002-03
Steve Kerr;SAS;USA;4.0;0.8;0.9;2002-03
Trenton Hassell;CHI;USA;4.2;3.1;1.8;2002-03
Travis Knight;NYK;USA;1.9;1.9;0.4;2002-03
Steven Hunter;ORL;USA;3.9;2.8;0.2;2002-03
Steven Smith;SAS;USA;6.8;1.9;1.3;2002-03
Stromile Swift;MEM;USA;9.7;5.7;0.7;2002-03
Tamar Slay;NJN;USA;2.6;0.9;0.4;2002-03
Tariq Abdul-Wahad;DAL;France;4.1;2.9;1.5;2002-03
Tayshaun Prince;DET;USA;3.3;1.1;0.6;2002-03
Terence Morris;HOU;USA;3.7;2.6;0.5;2002-03
Theo Ratliff;ATL;USA;8.7;7.5;0.9;2002-03
Tierre Brown;CLE;USA;4.3;2.0;2.6;2002-03
Tim Duncan;SAS;US Virgin Islands;23.3;12.9;3.9;2002-03
Tim Hardaway;IND;USA;4.9;1.5;2.4;2002-03
Tim Thomas;MIL;USA;13.3;4.9;1.3;2002-03
Tito Maddox;HOU;USA;1.2;0.8;0.6;2002-03
Todd MacCulloch;PHI;Canada;7.1;4.7;0.5;2002-03
Tom Gugliotta;PHX;USA;4.8;3.7;1.1;2002-03
Toni Kukoc;MIL;Croatia;11.6;4.2;3.7;2002-03
Tony Battie;BOS;USA;7.3;6.5;0.7;2002-03
Tony Delk;BOS;USA;9.8;3.5;2.2;2002-03
Tony Massenburg;UTA;USA;4.7;2.7;0.3;2002-03
Tony Parker;SAS;France;15.5;2.6;5.3;2002-03
Tracy McGrady;ORL;USA;32.1;6.5;5.5;2002-03
Tracy Murray;LAL;USA;2.0;0.7;0.4;2002-03
Travis Best;MIA;USA;8.4;2.0;3.5;2002-03
Tremaine Fowlkes;LAC;USA;4.4;2.8;0.6;2002-03
John Salmons;PHI;USA;2.1;0.9;0.7;2002-03
Glen Rice;HOU;USA;9.0;2.5;1.0;2002-03
John Amaechi;UTA;England;2.0;1.5;0.4;2002-03
Chris Mihm;CLE;USA;5.9;4.4;0.5;2002-03
Chris Jefferies;TOR;USA;3.9;1.2;0.4;2002-03
Chris Dudley;POR;USA;0.0;0.7;0.0;2002-03
Chris Crawford;ATL;USA;4.8;1.4;0.2;2002-03
Chris Childs;NJN;USA;1.3;0.4;1.3;2002-03
Chris Andersen;DEN;USA;5.2;4.6;0.5;2002-03
Cherokee Parks;LAC;USA;6.3;4.4;0.7;2002-03
Chauncey Billups;DET;USA;16.2;3.7;3.9;2002-03
Charlie Ward;NYK;USA;7.2;2.7;4.6;2002-03
Charles Smith;POR;USA;1.7;0.0;0.3;2002-03
Chris Mills;GSW;USA;4.8;2.4;1.0;2002-03
Charles Oakley;WAS;USA;1.8;2.5;1.0;2002-03
Casey Jacobsen;PHX;USA;5.1;1.2;1.0;2002-03
Caron Butler;MIA;USA;15.4;5.1;2.7;2002-03
Carlos Boozer;CLE;USA;10.0;7.5;1.3;2002-03
Carlos Arroyo;UTA;Puerto Rico;2.8;0.6;1.2;2002-03
Calvin Booth;SEA;USA;2.9;2.3;0.3;2002-03
Calbert Cheaney;UTA;USA;8.6;3.5;2.0;2002-03
Bryon Russell;WAS;USA;4.5;3.0;1.0;2002-03
Bryce Drew;NOH;USA;1.5;1.0;0.8;2002-03
Bruno Sundov;BOS;Croatia;1.2;1.1;0.3;2002-03
Bruce Bowen;SAS;USA;7.1;2.9;1.4;2002-03
Cezary Trybanski;MEM;Poland;0.9;0.9;0.1;2002-03
Chris Owens;MEM;USA;4.0;1.0;0.0;2002-03
Chris Webber;SAC;USA;23.0;10.5;5.4;2002-03
Chris Whitney;ORL;USA;7.0;1.3;2.8;2002-03
Danny Manning;DET;USA;2.6;1.4;0.5;2002-03
Danny Fortson;GSW;USA;3.5;4.3;0.7;2002-03
Danny Ferry;SAS;USA;1.9;1.2;0.3;2002-03
Dan Langhi;PHX;USA;3.1;1.5;0.4;2002-03
Dan Gadzuric;MIL;Netherlands;3.4;4.0;0.2;2002-03
Dan Dickau;ATL;USA;3.7;0.9;1.7;2002-03
Damone Brown;TOR;USA;5.6;3.0;0.6;2002-03
Damon Stoudamire;POR;USA;6.9;2.6;3.5;2002-03
Damon Jones;SAC;USA;4.6;1.4;1.6;2002-03
Dalibor Bagaric;CHI;Croatia;1.9;2.0;0.4;2002-03
Dale Davis;POR;USA;7.4;7.2;1.2;2002-03
Dajuan Wagner;CLE;USA;13.4;1.7;2.8;2002-03
Cuttino Mobley;HOU;USA;17.5;4.2;2.8;2002-03
Courtney Alexander;NOH;USA;7.9;1.8;1.2;2002-03
Corliss Williamson;DET;USA;12.0;4.4;1.3;2002-03
Corie Blount;CHI;USA;3.0;4.1;1.0;2002-03
Corey Maggette;LAC;USA;16.8;5.0;1.9;2002-03
Corey Benjamin;ATL;USA;4.4;3.4;1.1;2002-03
Clifford Robinson;DET;USA;12.2;3.9;3.3;2002-03
Clar. Weatherspoon;NYK;USA;6.6;7.6;0.9;2002-03
Chucky Atkins;DET;USA;7.1;1.5;2.7;2002-03
Christian Laettner;WAS;USA;8.3;6.6;3.1;2002-03
Chris Wilcox;LAC;USA;3.7;2.3;0.5;2002-03
Brian Skinner;PHI;USA;6.0;4.8;0.2;2002-03
Brian Shaw;LAL;USA;3.5;1.7;1.4;2002-03
Brian Scalabrine;NJN;USA;3.1;2.4;0.8;2002-03
Brian Grant;MIA;USA;10.3;10.2;1.3;2002-03
Anthony Johnson;NJN;USA;4.1;1.2;1.3;2002-03
Anthony Goldwire;WAS;USA;1.7;0.4;0.3;2002-03
Anthony Carter;MIA;USA;4.1;1.7;4.1;2002-03
Antawn Jamison;GSW;USA;22.2;7.0;1.9;2002-03
Ansu Sesay;SEA;USA;2.1;1.6;0.5;2002-03
Anfernee Hardaway;PHX;USA;10.6;4.4;4.1;2002-03
Andrew DeClercq;ORL;USA;4.7;4.4;0.7;2002-03
Andrei Kirilenko;UTA;Russia;12.0;5.3;1.7;2002-03
Andre Miller;LAC;USA;13.6;4.0;6.7;2002-03
Amar'e Stoudemire;PHX;USA;13.5;8.8;1.0;2002-03
Amal McCaskill;ATL;USA;1.0;2.0;0.5;2002-03
Alvin Williams;TOR;USA;13.2;3.1;5.3;2002-03
Alton Ford;PHX;USA;0.6;0.5;0.1;2002-03
Allen Iverson;PHI;USA;27.6;4.2;5.5;2002-03
Allan Houston;NYK;USA;22.5;2.8;2.7;2002-03
Alan Henderson;ATL;USA;4.8;4.9;0.5;2002-03
Al Harrington;IND;USA;12.2;6.2;1.5;2002-03
Adrian Griffin;DAL;USA;4.4;3.6;1.4;2002-03
Adonal Foyle;GSW;St. Vincent & Grenadines;5.4;6.0;0.5;2002-03
Adam Harrington;DEN;USA;1.6;0.4;0.6;2002-03
Aaron Williams;NJN;USA;6.2;4.1;1.1;2002-03
Aaron McKie;PHI;USA;9.0;4.4;3.5;2002-03
A.J. Guyton;GSW;USA;0.0;0.0;1.0;2002-03
Anthony Mason;MIL;USA;7.2;6.4;3.2;2002-03
Darius Miles;CLE;USA;9.2;5.4;2.6;2002-03
Anthony Peeler;MIN;USA;7.7;2.9;3.0;2002-03
Antoine Walker;BOS;USA;20.1;7.2;4.8;2002-03
Brian Cardinal;WAS;USA;0.8;1.0;0.2;2002-03
Brevin Knight;MEM;USA;3.9;1.5;4.2;2002-03
Brent Barry;SEA;USA;10.3;4.0;5.1;2002-03
Brendan Haywood;WAS;USA;6.2;5.0;0.4;2002-03
Brandon Williams;ATL;USA;0.3;0.3;0.0;2002-03
Brandon Armstrong;NJN;USA;1.4;0.2;0.1;2002-03
Brad Miller;IND;USA;13.1;8.3;2.6;2002-03
Bostjan Nachbar;HOU;Slovenia;2.1;0.8;0.2;2002-03
Bonzi Wells;POR;USA;15.2;5.3;3.3;2002-03
Bobby Simmons;WAS;USA;3.3;2.1;0.6;2002-03
Bobby Jackson;SAC;USA;15.2;3.7;3.1;2002-03
Bob Sura;GSW;USA;7.3;3.0;3.2;2002-03
Bo Outlaw;PHX;USA;4.7;4.6;1.4;2002-03
Bimbo Coles;BOS;USA;4.4;1.7;2.1;2002-03
Ben Wallace;DET;USA;6.9;15.4;1.6;2002-03
Baron Davis;NOH;USA;17.1;3.7;6.4;2002-03
Avery Johnson;DAL;USA;3.3;0.6;1.3;2002-03
Austin Croshere;IND;USA;5.1;3.2;1.1;2002-03
Arvydas Sabonis;POR;Lithuania;6.1;4.3;1.8;2002-03
Art Long;TOR;USA;2.3;2.3;0.2;2002-03
Antonio Harvey;ATL;USA;1.0;1.5;0.0;2002-03
Antonio Davis;TOR;USA;13.9;8.2;2.5;2002-03
Antonio Daniels;POR;USA;3.7;1.1;1.3;2002-03
Antoine Rigaudeau;DAL;USA;1.5;0.7;0.5;2002-03
John Crotty;DEN;USA;3.4;1.3;2.4;2002-03
Darrell Armstrong;ORL;USA;9.4;3.6;3.9;2002-03
David Robinson;SAS;USA;8.5;7.9;1.0;2002-03
Jamison Brewer;IND;USA;2.2;0.9;1.8;2002-03
James Posey;HOU;USA;10.8;5.1;2.2;2002-03
Jamal Sampson;MIL;USA;0.0;0.4;0.2;2002-03
Jamal Mashburn;NOH;USA;21.6;6.1;5.6;2002-03
Jamal Crawford;CHI;USA;10.7;2.3;4.2;2002-03
Jamaal Tinsley;IND;USA;7.8;3.6;7.5;2002-03
Jamaal Magloire;NOH;Canada;10.3;8.8;1.1;2002-03
Jalen Rose;CHI;USA;22.1;4.3;4.8;2002-03
Jake Voskuhl;PHX;USA;3.8;3.5;0.6;2002-03
Jake Tsakalidis;PHX;Greece;4.9;3.7;0.4;2002-03
Jannero Pargo;LAL;USA;2.5;1.1;1.1;2002-03
Jahidi White;WAS;USA;4.2;4.6;0.1;2002-03
J.R. Bremer;BOS;USA;8.3;2.3;2.6;2002-03
Ira Newble;ATL;USA;7.7;3.7;1.4;2002-03
Igor Rakocevic;MIN;Serbia and Montenegro;1.9;0.4;0.8;2002-03
Hubert Davis;DET;USA;1.8;0.8;0.7;2002-03
Howard Eisley;NYK;USA;9.1;2.3;5.4;2002-03
Horace Grant;ORL;USA;5.2;1.6;1.4;2002-03
Hedo Turkoglu;SAC;Turkey;6.7;2.8;1.3;2002-03
Guy Rucker;GSW;USA;0.0;0.3;0.3;2002-03
Greg Ostertag;UTA;USA;5.4;6.2;0.7;2002-03
Greg Foster;TOR;USA;4.2;3.5;0.4;2002-03
Jacque Vaughn;ORL;USA;5.9;1.5;2.9;2002-03
Jared Jeffries;WAS;USA;4.0;2.9;0.8;2002-03
Jarron Collins;UTA;USA;5.5;2.7;0.6;2002-03
Jason Caffey;MIL;USA;5.8;3.5;0.7;2002-03
Joel Przybilla;MIL;USA;1.5;4.5;0.4;2002-03
Joe Smith;MIN;USA;7.5;5.0;0.7;2002-03
Joe Johnson;PHX;USA;9.8;3.2;2.6;2002-03
Jiri Welsch;GSW;Czech Republic;1.6;0.8;0.7;2002-03
Jim Jackson;SAC;USA;7.7;4.2;1.9;2002-03
Jeryl Sasser;ORL;USA;2.6;2.5;0.9;2002-03
Jerry Stackhouse;WAS;USA;21.5;3.7;4.5;2002-03
Jerome Williams;TOR;USA;9.7;9.2;1.3;2002-03
Jerome Moiso;NOH;France;4.0;3.5;0.4;2002-03
Jerome James;SEA;USA;5.4;4.2;0.5;2002-03
Jermaine O'Neal;IND;USA;20.8;10.3;2.0;2002-03
Jermaine Jackson;ATL;USA;2.3;1.1;1.4;2002-03
Jelani McCoy;TOR;USA;6.8;5.3;0.6;2002-03
Jeff Trepagnier;DEN;USA;5.6;2.0;0.8;2002-03
Jeff McInnis;POR;USA;5.8;1.3;2.3;2002-03
Jeff Foster;IND;USA;2.1;3.6;0.7;2002-03
Jay Williams;CHI;USA;9.5;2.6;4.7;2002-03
Jason Williams;MEM;USA;12.1;2.8;8.3;2002-03
Jason Terry;ATL;USA;17.2;3.4;7.4;2002-03
Jason Richardson;GSW;USA;15.6;4.6;3.0;2002-03
Jason Kidd;NJN;USA;18.7;6.3;8.9;2002-03
Jason Collins;NJN;USA;5.7;4.5;1.1;2002-03
Jason Collier;HOU;USA;2.8;2.2;0.1;2002-03
Greg Buckner;PHI;USA;6.0;2.9;1.3;2002-03
Darvin Ham;ATL;USA;2.4;2.0;0.5;2002-03
Grant Long;BOS;USA;1.8;2.0;0.6;2002-03
Gordan Giricek;ORL;Croatia;12.3;3.1;1.8;2002-03
Eddie House;MIA;USA;7.5;1.8;1.6;2002-03
Eddie Griffin;HOU;USA;8.6;6.0;1.1;2002-03
Earl Watson;MEM;USA;5.5;2.1;2.8;2002-03
Earl Boykins;GSW;USA;8.8;1.3;3.3;2002-03
Drew Gooden;ORL;USA;12.5;6.5;1.2;2002-03
Doug Christie;SAC;USA;9.4;4.3;4.7;2002-03
Donyell Marshall;CHI;USA;13.4;9.0;1.8;2002-03
Donny Marshall;NJN;USA;0.0;1.0;0.0;2002-03
Donnell Harvey;DEN;USA;7.9;5.3;1.3;2002-03
Don Reid;DET;USA;1.0;0.0;0.0;2002-03
Dirk Nowitzki;DAL;Germany;25.1;9.9;3.0;2002-03
Dion Glover;ATL;USA;9.7;3.7;1.9;2002-03
Dikembe Mutombo;NJN;Congo;5.8;6.4;0.8;2002-03
Devin Brown;DEN;USA;3.0;1.8;0.7;2002-03
Devean George;LAL;USA;6.9;4.0;1.3;2002-03
Desmond Mason;MIL;USA;14.3;6.5;2.0;2002-03
Derrick Coleman;PHI;USA;9.4;7.0;1.4;2002-03
Derek Fisher;LAL;USA;10.5;2.9;3.6;2002-03
Derek Anderson;POR;USA;13.9;3.5;4.3;2002-03
Dean Oliver;GSW;USA;1.5;1.1;1.5;2002-03
DeShawn Stevenson;UTA;USA;4.6;1.4;0.7;2002-03
DeSagana Diop;CLE;Senegal;1.5;2.7;0.5;2002-03
David Wesley;NOH;USA;16.7;2.4;3.4;2002-03
Eddie Jones;MIA;USA;18.5;4.8;3.7;2002-03
Grant Hill;ORL;USA;14.5;7.1;4.2;2002-03
Eddie Robinson;CHI;USA;5.7;3.1;1.0;2002-03
Eduardo Najera;DAL;Mexico;6.7;4.6;1.0;2002-03
Glenn Robinson;ATL;USA;20.8;6.6;3.0;2002-03
Randy Livingston;NOH;USA;3.0;0.0;0.5;2002-03
Gilbert Arenas;GSW;USA;18.3;4.7;6.3;2002-03
Gerald Wallace;SAC;USA;4.7;2.7;0.5;2002-03
George Lynch;NOH;USA;4.5;4.4;1.3;2002-03
Gary Trent;MIN;USA;6.0;3.6;1.0;2002-03
Gary Payton;MIL;USA;20.4;4.2;8.3;2002-03
Fred Jones;IND;USA;1.2;0.5;0.3;2002-03
Fred Hoiberg;CHI;USA;2.3;2.2;1.1;2002-03
Frank Williams;NYK;USA;1.3;0.9;1.6;2002-03
Eddy Curry;CHI;USA;10.5;4.4;0.5;2002-03
Flip Murray;SEA;USA;1.9;0.3;0.4;2002-03
Etan Thomas;WAS;USA;4.8;4.3;0.1;2002-03
Ervin Johnson;MIL;USA;2.2;4.3;0.3;2002-03
Erick Strickland;IND;USA;6.5;2.0;2.9;2002-03
Erick Dampier;GSW;USA;8.2;6.6;0.7;2002-03
Eric Williams;BOS;USA;9.1;4.7;1.7;2002-03
Eric Snow;PHI;USA;12.9;3.7;6.6;2002-03
Eric Piatkowski;LAC;USA;9.7;2.5;1.1;2002-03
Emanual Davis;ATL;USA;3.7;1.8;1.5;2002-03
Elton Brand;LAC;USA;18.5;11.3;2.5;2002-03
Elden Campbell;SEA;USA;6.1;3.2;0.9;2002-03
Efthimios Rentzias;PHI;Greece;1.5;0.7;0.2;2002-03
Evan Eschmeyer;DAL;USA;1.0;1.7;0.4;2002-03
Randy Brown;PHX;USA;1.3;0.8;1.1;2002-03
Brevin Knight;MIL;USA;4.7;2.0;3.6;2003-04
Jumaine Jones;BOS;USA;2.2;1.6;0.3;2003-04
Zydrunas Ilgauskas;CLE;Lithuania;15.3;8.1;1.3;2003-04
Chris Wilcox;LAC;USA;8.6;4.7;0.8;2003-04
Chris Whitney;WAS;USA;2.9;0.9;0.9;2003-04
Chris Webber;SAC;USA;18.7;8.7;4.6;2003-04
Chris Mihm;BOS;USA;6.3;5.4;0.3;2003-04
Chris Kaman;LAC;USA;6.1;5.6;1.0;2003-04
Chris Jefferies;CHI;USA;4.0;1.4;0.3;2003-04
Chris Crawford;ATL;USA;10.2;3.1;0.8;2003-04
Chris Bosh;TOR;USA;11.5;7.4;1.0;2003-04
Chris Andersen;DEN;USA;3.4;4.2;0.5;2003-04
Cherokee Parks;GSW;USA;1.0;0.8;0.1;2003-04
Chauncey Billups;DET;USA;16.9;3.5;5.7;2003-04
Charlie Ward;SAS;USA;6.0;2.0;3.0;2003-04
Charles Oakley;HOU;USA;1.3;0.7;0.3;2003-04
Cezary Trybanski;NYK;Poland;0.1;0.1;0.0;2003-04
Casey Jacobsen;PHX;USA;6.0;2.6;1.3;2003-04
Caron Butler;MIA;USA;9.2;4.8;1.9;2003-04
Carmelo Anthony;DEN;USA;21.0;6.1;2.8;2003-04
Carlos Boozer;CLE;USA;15.5;11.4;2.0;2003-04
Carlos Arroyo;UTA;Puerto Rico;12.6;2.6;5.0;2003-04
Calvin Booth;SEA;USA;4.9;3.9;0.4;2003-04
Calbert Cheaney;GSW;USA;7.6;3.3;1.7;2003-04
Bryon Russell;LAL;USA;4.0;2.0;1.0;2003-04
Bryce Drew;NOH;USA;0.8;0.4;0.9;2003-04
Christian Laettner;WAS;USA;5.9;4.8;1.9;2003-04
Chucky Atkins;BOS;USA;8.4;1.5;3.5;2003-04
Clar. Weatherspoon;HOU;USA;5.0;3.9;0.6;2003-04
Clifford Robinson;GSW;USA;11.8;3.9;3.3;2003-04
David Wesley;NOH;USA;14.0;2.2;2.9;2003-04
Darvin Ham;DET;USA;1.8;1.7;0.3;2003-04
Darrick Martin;MIN;USA;3.4;0.4;1.4;2003-04
Darrell Armstrong;NOH;USA;10.6;2.9;3.9;2003-04
Darko Milicic;DET;Serbia;1.4;1.3;0.2;2003-04
Darius Songaila;SAC;Lithuania;4.6;3.1;0.7;2003-04
Darius Miles;POR;USA;10.9;4.5;2.1;2003-04
Danny Fortson;DAL;USA;3.9;4.5;0.2;2003-04
Daniel Santiago;MIL;Puerto Rico;4.0;2.4;0.4;2003-04
Dana Barros;BOS;USA;6.0;0.0;0.0;2003-04
Dan Langhi;MIL;USA;2.2;0.7;0.0;2003-04
Bruno Sundov;NYK;Croatia;2.2;2.0;0.2;2003-04
Dan Gadzuric;MIL;Netherlands;5.7;4.6;0.4;2003-04
Damone Brown;NJN;USA;1.0;1.7;0.0;2003-04
Damon Stoudamire;POR;USA;13.4;3.8;6.1;2003-04
Damon Jones;MIL;USA;7.0;2.1;5.8;2003-04
Dale Davis;POR;USA;4.4;5.2;0.9;2003-04
Dajuan Wagner;CLE;USA;6.5;1.3;1.2;2003-04
Dahntay Jones;MEM;USA;1.8;1.2;0.6;2003-04
Cuttino Mobley;HOU;USA;15.8;4.5;3.2;2003-04
Curtis Borchardt;UTA;USA;3.6;3.4;0.9;2003-04
Corliss Williamson;DET;USA;9.5;3.2;0.7;2003-04
Corie Blount;TOR;USA;4.0;4.4;0.9;2003-04
Corey Maggette;LAC;USA;20.7;5.9;3.1;2003-04
Dan Dickau;POR;USA;2.2;0.6;0.9;2003-04
David West;NOH;USA;3.8;4.2;0.8;2003-04
Bruce Bowen;SAS;USA;6.9;3.1;1.4;2003-04
Brian Skinner;MIL;USA;10.5;7.3;0.9;2003-04
Antonio Daniels;SEA;USA;8.0;2.0;4.2;2003-04
Antonio Davis;CHI;USA;8.9;8.4;1.7;2003-04
Antonio McDyess;PHX;USA;6.9;6.1;0.9;2003-04
Austin Croshere;IND;USA;5.0;3.2;0.7;2003-04
Avery Johnson;GSW;USA;4.6;0.7;2.4;2003-04
Baron Davis;NOH;USA;22.9;4.3;7.5;2003-04
Ben Handlogten;UTA;USA;4.0;3.2;0.4;2003-04
Ben Wallace;DET;USA;9.5;12.4;1.7;2003-04
Bimbo Coles;MIA;USA;1.3;0.5;0.7;2003-04
Bo Outlaw;MEM;USA;4.6;4.2;1.1;2003-04
Bob Sura;ATL;USA;7.5;4.1;2.9;2003-04
Bobby Jackson;SAC;USA;13.8;3.5;2.1;2003-04
Bobby Simmons;LAC;USA;7.8;4.7;1.7;2003-04
Bonzi Wells;MEM;USA;12.3;3.6;1.9;2003-04
Boris Diaw;ATL;France;4.5;4.5;2.4;2003-04
Bostjan Nachbar;HOU;Slovenia;3.1;1.6;0.7;2003-04
Brad Miller;SAC;USA;14.1;10.3;4.3;2003-04
Brandon Armstrong;NJN;USA;2.7;0.8;0.3;2003-04
Brandon Hunter;BOS;USA;3.5;3.3;0.5;2003-04
Brendan Haywood;WAS;USA;7.0;5.0;0.6;2003-04
Brent Barry;SEA;USA;10.8;3.5;5.8;2003-04
Kareem Rush;LAL;USA;6.4;1.3;0.8;2003-04
Karl Malone;LAL;USA;13.2;8.7;3.9;2003-04
Antoine Walker;DAL;USA;14.0;8.3;4.5;2003-04
Anthony Peeler;SAC;USA;5.7;2.0;1.6;2003-04
Anthony Johnson;IND;USA;6.2;1.8;2.8;2003-04
Anthony Goldwire;NJN;USA;1.5;0.6;1.0;2003-04
Brian Scalabrine;NJN;USA;3.5;2.5;0.9;2003-04
Brian Grant;MIA;USA;8.7;6.9;0.9;2003-04
Brian Cook;LAL;USA;4.4;2.9;0.6;2003-04
Aaron McKie;PHI;USA;9.2;3.4;2.6;2003-04
Aaron Williams;NJN;USA;6.3;4.1;1.1;2003-04
Adonal Foyle;GSW;St. Vincent & Grenadines;3.1;3.8;0.4;2003-04
Adrian Griffin;HOU;USA;0.6;1.0;0.5;2003-04
Al Harrington;IND;USA;13.3;6.4;1.7;2003-04
Alan Henderson;ATL;USA;4.0;3.5;0.3;2003-04
Alex Garcia;SAS;USA;1.5;0.0;0.0;2003-04
Allan Houston;NYK;USA;18.5;2.4;2.0;2003-04
Britton Johnsen;ORL;USA;2.1;2.3;0.6;2003-04
Allen Iverson;PHI;USA;26.4;3.7;6.8;2003-04
Alton Ford;HOU;USA;1.7;1.2;0.3;2003-04
Alvin Williams;TOR;USA;8.8;2.7;4.0;2003-04
Amal McCaskill;PHI;USA;1.9;2.3;0.3;2003-04
Amar'e Stoudemire;PHX;USA;20.6;9.0;1.4;2003-04
Andre Miller;DEN;USA;14.8;4.5;6.1;2003-04
Andrei Kirilenko;UTA;Russia;16.5;8.1;3.1;2003-04
Andrew DeClercq;ORL;USA;3.2;4.5;0.6;2003-04
Anfernee Hardaway;NYK;USA;9.2;3.8;2.3;2003-04
Ansu Sesay;SEA;USA;3.5;1.6;0.3;2003-04
Antawn Jamison;DAL;USA;14.8;6.3;0.9;2003-04
Anthony Carter;SAS;USA;4.4;2.2;2.4;2003-04
Alonzo Mourning;NJN;USA;8.0;2.3;0.7;2003-04
Kedrick Brown;CLE;USA;5.3;2.7;1.2;2003-04
DeSagana Diop;CLE;Senegal;2.3;3.6;0.6;2003-04
DerMarr Johnson;NYK;USA;5.4;1.9;0.5;2003-04
Jason Collins;NJN;USA;5.9;5.1;2.0;2003-04
Jason Collier;ATL;USA;11.3;5.6;0.9;2003-04
Jarvis Hayes;WAS;USA;9.6;3.8;1.5;2003-04
Jarron Collins;UTA;USA;6.0;3.9;1.0;2003-04
Jared Jeffries;WAS;USA;5.7;5.2;1.1;2003-04
Jannero Pargo;CHI;USA;6.7;1.2;2.3;2003-04
Jamison Brewer;IND;USA;2.5;0.8;1.3;2003-04
James Posey;MEM;USA;13.7;4.9;1.5;2003-04
